,Author,Work,Poem,H1SP,H2SP,H3SP,H4SP,H1CF,H2CF,H3CF,H4CF,H1DI,H2DI,H3DI,H4DI,H1SC,H2SC,H3SC,H4SC,H1WC,H2WC,H3WC,H4WC,P1SP,P2SP,P1CF,P2CF,P3CF,P4CF,P1DI,P2DI,P3DI,P4DI,P1SC,P2SC,P3SC,P4SC,P1WC,P2WC,P3WC,P4WC,ELC,RS,LEO,LEN,PFSD
0,Ovid,Ep.,Ep. 1,0.08620689655172414,0.5,0.5,0.4482758620689655,0.2413793103448276,0.7068965517241379,0.8103448275862069,0.5517241379310345,0.5862068965517241,0.05172413793103448,0.1896551724137931,0.5689655172413793,0.3620689655172414,0.5862068965517241,0.8275862068965517,0.6551724137931034,0.25862068965517243,0.10344827586206896,0.15517241379310345,0.08620689655172414,0.20689655172413793,0.6206896551724138,0.27586206896551724,0.7413793103448276,0.1206896551724138,0.0,0.5172413793103449,0.034482758620689655,0.5862068965517241,0.0,0.29310344827586204,0.5862068965517241,0.1206896551724138,0.0,0.20689655172413793,0.06896551724137931,0.39655172413793105,1.0,0.09482758620689655,4.393948161402017,0.7398422600082886,116,0.0
1,Ovid,Ep.,Ep. 2,0.1891891891891892,0.527027027027027,0.581081081081081,0.3918918918918919,0.28378378378378377,0.7432432432432432,0.8783783783783784,0.5945945945945946,0.527027027027027,0.08108108108108109,0.32432432432432434,0.40540540540540543,0.44594594594594594,0.4594594594594595,0.9459459459459459,0.8243243243243243,0.22972972972972974,0.13513513513513514,0.04054054054054054,0.0,0.16216216216216217,0.5540540540540541,0.25675675675675674,0.6621621621621622,0.14864864864864866,0.0,0.6081081081081081,0.013513513513513514,0.527027027027027,0.0,0.36486486486486486,0.581081081081081,0.14864864864864866,0.0,0.20270270270270271,0.06756756756756757,0.33783783783783783,1.0,0.11486486486486487,4.071061773007611,1.027447801188809,148,0.0
2,Ovid,Ep.,Ep. 3,0.22077922077922077,0.4935064935064935,0.5194805194805194,0.4805194805194805,0.18181818181818182,0.5974025974025974,0.8181818181818182,0.6233766233766234,0.5194805194805194,0.07792207792207792,0.22077922077922077,0.5194805194805194,0.5454545454545454,0.5584415584415584,0.8701298701298701,0.7402597402597403,0.18181818181818182,0.19480519480519481,0.12987012987012986,0.03896103896103896,0.16883116883116883,0.4935064935064935,0.2727272727272727,0.7402597402597403,0.09090909090909091,0.0,0.5584415584415584,0.05194805194805195,0.5974025974025974,0.0,0.5844155844155844,0.6363636363636364,0.15584415584415584,0.0,0.11688311688311688,0.025974025974025976,0.3246753246753247,1.0,0.09090909090909091,3.8456995381968695,0.48428450548347257,154,0.0
3,Ovid,Ep.,Ep. 4,0.10227272727272728,0.5113636363636364,0.5454545454545454,0.4659090909090909,0.14772727272727273,0.6590909090909091,0.8295454545454546,0.6363636363636364,0.5681818181818182,0.045454545454545456,0.1590909090909091,0.4090909090909091,0.5340909090909091,0.5909090909090909,0.8636363636363636,0.7386363636363636,0.26136363636363635,0.14772727272727273,0.13636363636363635,0.022727272727272728,0.18181818181818182,0.5795454545454546,0.26136363636363635,0.7159090909090909,0.10227272727272728,0.0,0.5,0.045454545454545456,0.5909090909090909,0.0,0.38636363636363635,0.7045454545454546,0.13636363636363635,0.0,0.2159090909090909,0.045454545454545456,0.32954545454545453,1.0,0.07386363636363637,3.822097655201974,0.8935747537497991,176,0.0
4,Ovid,Ep.,Ep. 5,0.21518987341772153,0.45569620253164556,0.6329113924050633,0.4177215189873418,0.16455696202531644,0.6582278481012658,0.9113924050632911,0.6075949367088608,0.6075949367088608,0.02531645569620253,0.17721518987341772,0.4810126582278481,0.5443037974683544,0.5063291139240507,0.9367088607594937,0.7088607594936709,0.13924050632911392,0.17721518987341772,0.06329113924050633,0.0759493670886076,0.189873417721519,0.5063291139240507,0.27848101265822783,0.6962025316455697,0.08860759493670886,0.0,0.6075949367088608,0.02531645569620253,0.620253164556962,0.0,0.4050632911392405,0.5949367088607594,0.16455696202531644,0.0,0.20253164556962025,0.0379746835443038,0.34177215189873417,1.0,0.056962025316455694,3.727346678098542,0.7137146765492961,158,0.0
5,Ovid,Ep.,Ep. 6,0.1686746987951807,0.4457831325301205,0.5542168674698795,0.4457831325301205,0.18072289156626506,0.6506024096385542,0.891566265060241,0.5662650602409639,0.5903614457831325,0.04819277108433735,0.1927710843373494,0.4457831325301205,0.39759036144578314,0.5662650602409639,0.927710843373494,0.6626506024096386,0.14457831325301204,0.14457831325301204,0.07228915662650602,0.10843373493975904,0.060240963855421686,0.6626506024096386,0.18072289156626506,0.7951807228915663,0.0963855421686747,0.0,0.6144578313253012,0.0,0.5903614457831325,0.0,0.2891566265060241,0.6024096385542169,0.21686746987951808,0.0,0.2289156626506024,0.03614457831325301,0.3253012048192771,1.0,0.09036144578313253,4.4891716645068875,0.6897783515535727,166,0.0
6,Ovid,Ep.,Ep. 7,0.09183673469387756,0.5,0.6632653061224489,0.46938775510204084,0.1326530612244898,0.6428571428571429,0.8163265306122449,0.5510204081632653,0.5918367346938775,0.10204081632653061,0.16326530612244897,0.46938775510204084,0.5,0.5816326530612245,0.8673469387755102,0.6530612244897959,0.25510204081632654,0.14285714285714285,0.11224489795918367,0.08163265306122448,0.16326530612244897,0.6836734693877551,0.2653061224489796,0.7653061224489796,0.061224489795918366,0.0,0.5714285714285714,0.05102040816326531,0.6224489795918368,0.0,0.40816326530612246,0.6632653061224489,0.11224489795918367,0.0,0.19387755102040816,0.0,0.336734693877551,1.0,0.15306122448979592,3.974570763650969,0.8198954815102524,196,0.0
7,Ovid,Ep.,Ep. 8,0.1864406779661017,0.423728813559322,0.559322033898305,0.4067796610169492,0.13559322033898305,0.7966101694915254,0.9322033898305084,0.5423728813559322,0.5254237288135594,0.03389830508474576,0.1864406779661017,0.4576271186440678,0.6440677966101694,0.4576271186440678,0.9322033898305084,0.6101694915254238,0.1694915254237288,0.13559322033898305,0.06779661016949153,0.0847457627118644,0.3050847457627119,0.5423728813559322,0.3050847457627119,0.7627118644067796,0.1016949152542373,0.0,0.4576271186440678,0.06779661016949153,0.5932203389830508,0.0,0.4067796610169492,0.6779661016949152,0.22033898305084745,0.0,0.1864406779661017,0.0,0.3898305084745763,1.0,0.1271186440677966,4.683895061190936,0.7917262236677166,118,0.0
8,Ovid,Ep.,Ep. 9,0.24390243902439024,0.4634146341463415,0.6829268292682927,0.4878048780487805,0.14634146341463414,0.6829268292682927,0.9512195121951219,0.4634146341463415,0.6341463414634146,0.012195121951219513,0.2073170731707317,0.3902439024390244,0.5,0.4024390243902439,0.9390243902439024,0.5365853658536586,0.1951219512195122,0.14634146341463414,0.036585365853658534,0.13414634146341464,0.25609756097560976,0.6341463414634146,0.2073170731707317,0.7195121951219512,0.2682926829268293,0.0,0.5853658536585366,0.024390243902439025,0.45121951219512196,0.0,0.3170731707317073,0.6951219512195121,0.15853658536585366,0.0,0.10975609756097561,0.012195121951219513,0.3780487804878049,1.0,0.10975609756097561,3.2766674679450625,0.4910807112308947,164,0.0
9,Ovid,Ep.,Ep. 10,0.25333333333333335,0.68,0.6933333333333334,0.56,0.22666666666666666,0.68,0.8666666666666667,0.4666666666666667,0.6533333333333333,0.05333333333333334,0.26666666666666666,0.52,0.5466666666666666,0.6133333333333333,0.9066666666666666,0.6933333333333334,0.13333333333333333,0.04,0.09333333333333334,0.06666666666666667,0.18666666666666668,0.56,0.2,0.7066666666666667,0.12,0.0,0.56,0.02666666666666667,0.52,0.0,0.32,0.6933333333333334,0.2,0.0,0.17333333333333334,0.02666666666666667,0.38666666666666666,0.9866666666666667,0.09333333333333334,4.185136941034092,0.9150053362643034,150,0.0
